,0,1
0,0.7398860398860398,0.7333333333333333
1,0.770893371757925,0.7429805615550756
2,0.6886543535620053,0.7035573122529645
3,0.5593667546174143,0.5968379446640316
4,0.7510148849797023,0.7496617050067659
5,0.7791790306627102,0.7622222222222222
6,0.6907521017950465,0.7116564417177914
7,0.6332651670074982,0.6952965235173824
8,0.7428489291361219,0.7360931435963778
9,0.778421433743664,0.7483731019522777
10,0.6844316674038037,0.7157057654075547
11,0.5778416629809818,0.6461232604373758
12,0.710119568387285,0.7480314960629921
13,0.739332488381918,0.7376425855513308
14,0.6537710042985542,0.6877192982456141
15,0.6037514654161782,0.6280701754385964
16,0.7234777150031387,0.7740112994350282
17,0.7428065515714918,0.7658730158730159
18,0.6639243109831345,0.7306273062730627
19,0.5964623611682435,0.6642066420664207
20,0.715461493239271,0.7407407407407407
21,0.735144312393888,0.7213740458015268
22,0.6677140612725845,0.7314487632508834
23,0.6021209740769835,0.6183745583038869
24,0.7694235588972431,0.7142857142857143
25,0.7899593946105574,0.7043189368770764
26,0.7149368863955119,0.6908517350157729
27,0.6581346423562412,0.6466876971608833
28,0.7757575757575758,0.7220779220779221
29,0.7941400304414004,0.7157534246575342
30,0.7069027827972534,0.6655844155844156
31,0.6895554752439466,0.6915584415584416
32,0.7744022503516175,0.7240506329113924
33,0.7843355605048256,0.71
34,0.7068173790180149,0.6730158730158731
35,0.6552454962910632,0.6222222222222222
36,0.7560568086883876,0.7744360902255639
37,0.7772778402699663,0.7441077441077442
38,0.7038732394366197,0.7563291139240507
39,0.6563380281690141,0.6930379746835443
40,0.7534814814814815,0.8053333333333333
41,0.7794407246947617,0.7985865724381626
42,0.7075611564121571,0.78
43,0.6278724981467754,0.6466666666666666
44,0.7518987341772152,0.7670886075949367
45,0.7735849056603774,0.7762711864406779
46,0.7118523775727467,0.7579617834394905
47,0.6756564939673527,0.697452229299363
48,0.7216183574879227,0.7608695652173914
49,0.7403846153846154,0.7284768211920529
50,0.6643209007741028,0.6582278481012658
51,0.661505981703026,0.7215189873417721
52,0.7317554240631163,0.8106508875739645
53,0.7490165224232888,0.8028169014084507
54,0.6578549848942599,0.6554054054054054
55,0.6185800604229608,0.668918918918919
56,0.7234432234432234,0.7582417582417582
57,0.7410714285714286,0.7333333333333333
58,0.6652482269503546,0.7197452229299363
59,0.6652482269503546,0.6751592356687898
60,0.7839793281653746,0.7488372093023256
61,0.790470372632865,0.7527472527472527
62,0.7486725663716814,0.708994708994709
63,0.7008849557522124,0.6825396825396826
64,0.7858683926645091,0.7766990291262136
65,0.7980891719745223,0.7371428571428571
66,0.7400122925629994,0.7513812154696132
67,0.68899815611555,0.6961325966850829
68,0.7845592070944184,0.7652582159624414
69,0.7997535428219347,0.7237569060773481
70,0.7376561570493754,0.7112299465240641
71,0.7233789411064843,0.6898395721925134
72,0.7381160688247302,0.7034120734908137
73,0.7624900872323552,0.697508896797153
74,0.6994069681245367,0.68
75,0.6330615270570793,0.65
76,0.7463369963369964,0.7005494505494505
77,0.7643467643467643,0.6934306569343066
78,0.6878347360367253,0.6666666666666666
79,0.6094108645753634,0.6082474226804123
80,0.7422104644326867,0.6878306878306878
81,0.7613365155131265,0.6964285714285714
82,0.6773353181987346,0.6923076923076923
83,0.6486788239672497,0.6488294314381271
84,0.7174280879864636,0.7055837563451777
85,0.7401574803149606,0.6923076923076923
86,0.6680053547523427,0.6867469879518072
87,0.6244979919678715,0.6686746987951807
88,0.7225225225225225,0.6972972972972973
89,0.7419596110695588,0.6912751677852349
90,0.6598591549295775,0.6518987341772152
91,0.6507042253521127,0.6645569620253164
92,0.7227891156462585,0.6887755102040817
93,0.7399425287356322,0.6774193548387096
94,0.6668905305574211,0.6746987951807228
95,0.6212222968435192,0.6325301204819277
96,0.7650966183574879,0.6793478260869565
97,0.777078965758211,0.68125
98,0.7023004059539919,0.6848484848484848
99,0.6562922868741543,0.593939393939394
100,0.7641216635630044,0.7039106145251397
101,0.7790449037776194,0.6858974358974359
102,0.7065743944636678,0.6645962732919255
103,0.6408304498269897,0.6832298136645962
104,0.7649572649572649,0.6978021978021978
105,0.7748948106591865,0.7044025157232704
106,0.6784741144414169,0.6951219512195121
107,0.6457765667574932,0.6219512195121951
